,id,content,label
69,69,总人口4300人.2006年村民人均收入4500元。,2
70,70,选择、犹豫、决定、徘徊和不安定的心合在一起组成的生活。无数次坚定又无数次变化。什么时候才能真真切切知道自己想要啥呢呢呢也许对过一次之后又也许错过一万次之后还是回头好好刷题吧,3
71,71,捡了一点红叶，次日变的不那么艳丽啦！南方城市中仿佛少了秋季，看到这红叶我很开心。正好家里还剩几个橘子合个影吧,0
73,73,我们农民工讨薪真难啊！我们在中铁等了四天了啊,1
74,74,培养学生用心把事情做好，促使学生形成“勤奋、文明、健康、进取的良好学风，培养学生成为有修养的小公民。,0
75,75,但同时新桂系还通过贩卖鸦片来增加收入。,2
78,78,感谢天感谢地感谢自己！刚刚正好赶上车感觉一天都开心了啦啦啦~,0
80,80,天猫盒子自说自话把我下的直播APP和VST还有沙发管家这些全删了强盗啊麻痹盒子还能强制删除的一刚哈尼心,1
81,81,哥俩17岁了，很开心，要永远在一起哦,0
82,82,大早晨起来开批斗大会也是够了，让我整天都不好了……,1
83,83,还什么韩国最新Ap，还最稳定完全不给力,1
84,84,不知道在别人眼里的我如何总之我是能被吓哭的人嘻嘻,0
86,86,我果然是乖巧贤惠懂事的好姑娘给爷爷奶奶织围巾的我简直可爱极了,0
87,87,据说今天是感恩节，感恩自己，抓紧时间起床喽，愿能享受一顿美美的早餐，早安,0
88,88,一个二个像他妈打了鸡血的一样七八点钟就开始东整西整老子不晓得起浪个早赶到去投胎是不是和你们待在一起都要少活好多年细胞都不晓得要死好几亿不晓得上辈子是做了浪个恶事让我遇到你们这堆人,1
89,89,就是睡不着，看到不该看的！哎，这让姐儿肿么安眠。。。{恶心呕吐发毛讨厌---蝙蝠},1
90,90,抵制诱惑，认真养成好习惯#早睡打卡#,0
92,92,两年前的跑步机上，现在感觉长时间跑步我的半月板受挫,2
93,93,曾经相隔一间隙，如今仿佛两世界。情商低一定不是答案，过分敏感以至于将自己包裹起来，恩，大抵是这样。改变即刻开始，每一次从空到满，再倒空，这都应是成长的过程。,0
95,95,下午去办新号，被客户经理放了鸽子，楼下等了十五分钟连个影子都没见，打电话不接也不回，气呼呼的回到办公室，因为完全无法理解。——一个小时后，客户经理打来电话，听完原因，还是一肚子火，但是想到人家也不是故意的，竟然也发不出来脾气，只能喝杯甜的安慰一下自己,1
97,97,每次安检都被摸个遍你看你是女的我就没脾气是吧,1
98,98,《史记·吕太后本纪》：“太傅产、丞相平等言，武信侯吕禄上侯，位次第一，请立为赵王。,2
99,99,如果我们再见的时候，我还是硬着脖子不回头。你就走吧！远远的别回头。,3
100,100,像你那样不理世俗活着挺好，我向你学习，得高冷。,0
102,102,天天這呼嚕聲我也是醉了我要睡覺！！！！！！！！！！氣了想給我桌子從床上扔下去！！！！！！！,1
103,103,一个月的工资都不够我花，真是日了🐩了,1
105,105,最荒唐的事情就是发现考试是在星期六而不是星期一啊,4
108,108,是不是我一直都不会出现在你的朋友圈里,3
110,110,天天本来电话就多现在隔个两三天不是什么卖房的就是贷款的现在又多了个问我找不找工作的都是哪里蹦出来的,1
111,111,断奶之后睡觉可真香，但是居然一个星期吃了一罐奶粉,4
114,114,结业于中国书法家协会书法培训中心书法研修班。,2
117,117,在学校的日子里是初中生最难熬的生活,3
118,118,如此心塞的一晚…每天瞎折腾，也不知道折腾点啥最近做的东西也不少，却没一点成就感,3
119,119,"有些人、才遇见了那么一下子：就好像认识了很久似的。什么事都想和他说。Somepeople,Imetsosuddenly,asiftoknowalongtimelike,whatdowantandhesaid.",2
120,120,只有最后一个比较吓人。最后一个好凶恶，吓死了,5
121,121,小时候，家里穷，希望能有一件自己的玩具，现在也是。,3
122,122,又干了一件蠢事儿，没确定问清楚货，就跑过去验货，结果人家货还在工厂，我去，被自己蠢哭了,3
123,123,1.独特的课程架构：贯穿此课程的90%是通过肢体动作来演绎，而只有10%通过文字来解说，是目前在培训界文字较少的课程之一。,2
124,124,新火车站、新胜利大街将几百亿元资金埋在地下，新火车站与新胜利南街的规划建设注定这里区域价值必定呈飞速上升趋势，区域发展潜力不言而喻。,2
127,127,坐在我旁边的两只耗子一直不停的制造噪音，我冷冷的盯着这两只死耗子，你不让我好好看书，我也不让你好好看书。,1
128,128,老公MV出来了为什么要和别人亲嘴,1
129,129,《花千骨》里赵丽颖为白子画取血做药引，《云中歌》里赵丽颖为刘弗陵取血做药引。赵丽颖的血是万能的吗？,4
131,131,周二开始工作啦！可怕的拖延症认真对待每件你该去完成的工作！！！！💪💪,1
132,132,我说了那么多，这次我少说点。晚安。,2
133,133,得罪几个人，做糟糕几件事，其实没那么可怕。一辈子活得委曲求全，战战兢兢，才最可怕。石家庄·新百广场（商...,2
134,134,可怕的噩梦。令人震惊。出门在外。安全最重要。阿门！！！,4
135,135,可怕[骷髅]只想知道整容后还能活多久[惊恐],5
136,136,幸福其实是种感觉。就像一盏烛光，当你穿行在万家灯火，总有暖暖的萤光照亮你回家的路；像一抹回味萦绕在心际，甜酸苦辣都是曾经的追逐；就像一份渴望，当憧憬岁月的皱纹爬满额头，仍坦然欣喜无愧无悔。幸福是一杯想象，梦想着把平凡的谷米酝酿成美酒的芬芳，然后用生命守候与珍藏,0
137,137,跌跌撞撞磕磕碰碰這兒疼那兒酸渾身是傷尼瑪崩潰想哭....,3
138,138,水涨船高shuǐzhǎngchuángāo：水位升高，船身也随之浮起。,2
140,140,妈个鸡晒个被子收回来的时候上面全是烟灰,1
141,141,期中考试，全年级流水改卷子，我正好改字的笔顺那一条题目，眼睛已瞎,3
143,143,死之并不可怕，但是死亡的过程实在太恐怖了，好似人间地狱之间的渄洄。新乡·牧野区,5
144,144,第四十七条以下全省性大型会议由省政府召开：（一）传达贯彻党中央、国务院重要会议精神，部署全省性工作的会议。,2
145,145,事后还是有点心有余悸，安全第一吧！,5
146,146,李花英！！！李花英！！！姐看了这么多年韩剧，都没见过这么无耻卑鄙的女二号，穷凶恶极、集天下之大恶于一身的角色。姐一直很理智的看剧，看了杜鹃之巢真的102集挨着骂过去的！,1
147,147,当我知道第一时的喜悦当我想拥抱你们时的兴奋当我看到身在北京的男神对我说加油时的幸福当我回忆过去奋斗的艰辛与苦累时的淡定当我发现词乏无法描述自己的心情我真切地感受到你们于我是无上的荣耀真想紧紧抱着你们狠狠亲一口,0
148,148,我想买件羽绒服，因为没钱双十一一分没花，心心念念着！刚大学毕业工作各种艰难各种没钱，生存边挣扎,3
149,149,此外，由于涤纶大分子也能形成伸直链结晶（原纤化结晶）。,2
150,150,校门高7.6米，宽22.36米。,2
151,151,吃的也带给我压力，真是，因为惦记着早点竟然没办法睡懒觉我这个??,1
152,152,沙僧啊……把吃过的人头骨串起来当珠子戴着……感觉又是一个恐怖片好题材[惊恐],5
153,153,大部分人打DOTA的时候的内心独白：让你点我，怼死你。卧槽还想反补？傻逼辅助抢我正补。喜欢跳？卧槽，这POM箭躲不过去了，完了完了要死要死。装了逼还想走？会不会啊？这波不亏。哎，死了就死了，换个大哥也值了。XX你接技能，卧槽你卖我，孙子你别跑。团战的时候，卧槽队友人呢！,1
154,154,我的听力还没听完，室友就开始打鼾了，姑娘，咱这可是女生宿舍啊,4
155,155,间歇性厌工作烦阻力症发作，可是上班哪里是说不玩就不玩了的,3
156,156,原本打算画元素拟的，后来变成了物态拟，然后大家都来玩物态拟了…………我我我好惊讶！！,4
157,157,昨晚看了视频，梦到看鹿哥演唱会他把头上帽子扔给我了,0
159,159,我只是想试玩一下RP，谁知道既然中了，得意了几天，可是刚刚一盆冷水突如其来,4
160,160,若是炝呀腌呀有灶哇：白薯通心菜眼前、若是炝呀腌呀有灶哇，白薯通心菜眼前！,2
162,162,做出客观公正的审计结论，防止审计风险的产生。,2
163,163,最怕脑残志坚的人，气地想撞墙，饭都吃不下，外面这么冷我气的要喷火了，牙都要咬碎了,1
164,164,心情更加不美丽，破不了纪录！某人还，哼哼！,1
166,166,别不好意思拒绝别人，因为那些好意思难为你的人，都不是什么好人。,1
167,167,这才几点就起来复习，看看看，才几点,1
169,169,就物流方面而言，在提高物流活动效率化的同时，从保障国民日常生活的观念出发，确保稳定而安全的物流服务。,2
171,171,以为它是幅科幻电影的场景设计……木有想到，它是真的,4
172,172,被一个疯子把一天的好心情都破坏了，世界上有病的人真是不少,1
173,173,大雨天，只想戴着JustinBieber去健身房🏃，现实却是拎着一堆图纸去上班,1
174,174,被初中同学拉进群，我能说除了三五人，我几乎都不认识了么？！,4
175,175,真是恶心到爆了，不就一个6s么，搞得人家都没钱买的样子，炫给谁看啊，用还没用熟呢，还装，求别再跟我说了，我真的骂人了,1
177,177,特么的，谁盗我微博，真是日了动物园了！,1
178,178,臭老鼠子，再破坏我的一点红我跟你们拼命小红不要死啊,1
179,179,2002年6月下旬，当三年期限结束的时候，她赴山东大学进行学位答辩，论文题目就是《诗歌翻译的韵律问题》。,2
180,180,2.设备轻巧，操作简单，安全可靠，免除高压危险。,2
184,184,十一点开始售票，为什么现在放这么少的票呢,1
185,185,这张画今天拍卖了7000多万美元！！！,4
186,186,数学不好是硬伤啊！伤……顺便：该花的钱一定不要攒，没球用，都是给别人攒的,1
187,187,乃木坂太郎的漫画(真)的可怕，对人性的刻画恐怖又真实。,2
189,189,昨天下着小雨，加上我很困，心情也没有多好，就酱，我又碰到了你，什么叫眉眼之间都是笑意，那就是我看见你之后的微笑啊,0
190,190,她远离都市的喧嚣，尽享乡村的宁静。,2
191,191,贵友臭导购真尼玛狗怂卧槽真想擂她一大掌,1
192,192,有些时候可能真的过于做自己，连真切所在的环境都忘记深切感受，也许是太过傲娇，忘记了如何表达。🌙,3
193,193,(Macross7、第47话)02月，Sivil因Basara生死不明而逆袭Geperuniti，使得Geperuniti本体觉醒，自身也被重新封印。,2
195,195,半夜被宾馆隔壁啪啪啪吵醒…让不让人睡了,1
196,196,1998年毕业于重庆医科大学医疗系，2001年获重庆医科大学妇产科硕士学位，发表论文数篇，对分娩发动的机理和早产的防治有较深入的研究。,2
197,197,D13，一晚上饿得翻来覆去的，不舒服不好受眼睛好困可肚子饿到快飞起来,1
198,198,我们花了两年学会说话；却要花上六十年来学会闭嘴……大多数时候、我们说得越多；彼此的距离却越远、矛盾也越多……,3
200,200,有没有哪块还有厦门老房子的那种感觉的地方啊！最好是那种木窗，花地砖那种感觉的！拍照摄影录视频用！急求！,2
201,201,每次等这破公交都差一点点。今天真的是都快要赶上了，车还开走了，有时候对司机真的是无语的，想想真是火大,1
202,202,忙着赶在1120之前把事情做完，之后才能愉快玩耍，开心的是终于又可以同一时区说晚安了～大王骨奶～～,0
204,204,md我是多不机灵不会立刻编个谎话说好不帮忙烦死帮了也不会感恩而且都成年了说话也要负责任被迫帮忙两字恶心,1
205,205,世间许多事都是经不起推敲的，逃不了灰飞烟灭，但为了生存或者成就自我，你得去做，沉下心去做，做好当下手中的一针一线。不积跬步，无以至千里。虽踽踽前行，颤颤巍巍，前路漫漫，但除了前进，别无他法。后退不得啊。停滞不得啊。,0
206,206,92天三个月继续幸福加油💪🏻💪🏻💪🏻,0
207,207,文子也是瘦过的好吗？。请不要再伤害我了特么的这个月都要喝西北风了这是要瘦要瘦要瘦的节奏好么还有某🐶说你脸小啊，我好开森啊还没激动完特喵的来了一句“可你脸看起来蛮多肉的”卧槽！！爱过,1
208,208,烦烦烦，与死亡擦肩而过的人，如果还不能从自身去意识到问题所在，那这个代价实在是太大了，一条人命啊~~,1
209,209,吼吼吼~下雪咯~前后各贴个暖宝宝走路上学来打雪仗哈哈哈不要太拼。就酱~下雪粗卡~撒花~,0
210,210,和一个人在一起如果他给你的能量是让你每天都能高高兴兴起床每夜都能安心入睡做每一件事都充满了动力对未来满怀期待那你就没有爱错人真正的感情永远不是以爱的名义互相折磨而是彼此陪伴成为对方的阳光,0
211,211,卡泰米是由1980年从他处搬到廖内省杜迈·泰米尔分区巴基特·巴特里姆村居住，但其邻居表示，打那以后老太太的模样似乎就一直未见什么变化。,2
212,212,学会拒绝学会拒绝学会拒绝重要的事情要说三遍！！！,1
213,213,我说怎么今天这么没精神，原来是感冒了，眼睛睁不开，还一直流鼻涕打喷嚏，根本没办法集中精力，我可不可以再休息一天,3
214,214,你们既然放甄嬛传为何要把当中那么多片段给切了。要放就好好放嘛。你们把这么多片段切了。。还有什么意思啊。@山东卫视,1
215,215,十点半一过，今天说过的话都不算数。,2
216,216,蹦沙卡拉卡，蹦沙卡拉卡，好吧，累了,3
218,218,看看蓝天，雪山，黄叶，瞬间觉得生活美好了！,0
220,220,一些陨石的结构中也显示出有些小行星也发生过分化的作用。,2
221,221,请你记住我现在的体重我要是不瘦评论这条微博的人我每个人发一百块说到做到,1
222,222,有点小恐怖，不知不觉今年已经买了这么多东西了,5
223,223,办公室就三个人，同事在看股票，也没干别的。我就想发个邮件，狗日的居然发不出去。我偷偷看了一眼领导，唉，我该如何委婉的提醒他别下东西了,1
224,224,一到睡觉时间就痛苦，长期失眠的我快要疯了！有何药可治？？？,1
225,225,在以后的发展中我们会根据市场需求人民的需要添加相应的版块。,2
226,226,付一雄，你在上我微博，我就跟你急,1
227,227,画不好，好烦，真的不开心！！手绘头像真心画不好,3
230,230,  黑龙江幼教指导网是由中国教育学会黑龙江幼教课题组专家在课题研究的基础上创办的大型专业性、公益性幼儿教育指导网站。,2
231,231,H425是中航二集团的重点指令性项目，2001年11月由国防科工委正式立项批复，哈飞第一次自主担纲整机设计并作为项目责任单位开始研制。,2
232,232,氧气一哥快手达人二驴今天在夜店户外直播，竟然公开亲学生妹。。,4
233,233,💍坏了说是带来好运的紫水晶坏了心疼死宝宝了,3
234,234,明明11点就困意浓浓，竟然到现在都睡不着。。。真是,3
235,235,扑街今日好气接了个电话差点被骗了！诈骗电话一大堆!妈的这次差点上当,1
236,236,有一种爱是，即使你让我先睡，我也要等你回来。因为我脚凉……需要捂捂…哈哈哈,0
237,237,今天得知我的大闺蜜海峰姐从楼梯上摔下来了，心里瞬间纠了起来，碰了胳膊和头，胳膊也抬不起来了，好心疼，我没在她身边，想帮她做做饭照顾照顾他都够不着,3
240,240,荒岛这傻逼又倒贴我西皮还不情不愿的,1
241,241,老太太不对也绝不能以这种方式，现在的人都怎么了，竟然这么多说踹的对的，真是滥到底了！,1
242,242,热又太热，冷又太冷，到底想怎样嘛这是，完全不懂穿啥买啥,1
243,243,SuperJunior-M周觅Solo出道主打歌《Rewind》韩文版公开，由EXO灿烈参与Feat，一起来欣赏吧。,0
245,245,只有你身边的人走了你才会懂得珍惜！,3
246,246,"Hemissesher,buthemissedher.错过只在一瞬，思念却是一世。",3
247,247,他认为涉深水者得蛟龙，立大志者有大作为，非志无以成学，非学无以成才，以精诚专攻之恒毅，才可见水滴穿石之神奇。,0
248,248,初雪，牵手慢行风雪中，有种到白头的感动，带着宝贝儿们打雪仗，堆雪人，游乐这个美丽的银装世界，温暖如春,0
250,250,周年以夏孢子转移侵染，借助气流传播。,2
253,253,我喜欢并习惯了对变化的东西保持着距离，这样才会知道什么是最不会被时间抛弃的准则。比如爱一个人，充满变数，我于是后退一步，静静的看着，直到看见真诚的感情。,0
254,254,我的童年啊，虽然画风有些奇怪，但是我还是喜欢。大和果然还是颜值担当,0
255,255,今晚第一次体验了人体淋巴结按摩（四大部位），颈后侧出的痧和肩膀上拔罐去驱寒的印记那叫一个吓人，不过做完以后全身轻松，效果真的挺不错。,0
257,257,科目一对我来说怎么这么难！这么难！！这么难！！！,1
259,259,前几天才说过很久没回南苑，想不到这次小米手机居然立下“大功”！本来是要送一个小米到京东返修，离家里最近的自提点居然是这里,4
260,260,强烈鄙视论说文的审题立意，凭什么就那个是正确答案，凭什么别的想法就不对,1
261,261,“得到的都是幸运，失去的便是人生”,2
262,262,2中2收米！！就是这么爽！！心态好了，米就来了,0
263,263,人最大的魅力，是有一颗阳光的心态。日出东海落西山，愁也一天，喜也一天；遇事不要急躁。不要急于下结论，尤其生气时不要做决断，要学会换位思考，大事化小、小事化了，把复杂的事情尽量简单处理，千万不要把简单的事情复杂化。,2
264,264,打了好多好多字，想说好多好多话，但是最后还是没按下发送删掉了。想说的太多反而就不知道应该从何说起。,3
265,265,关灯后，我竟然听到了蚊子的哼哼声，是我幻听了吗,4
266,266,大半夜我初中时候的高冷同桌千里传音，现场直播《南山南》，真温暖！我的世界真心是充满啦爱呀！,0
267,267,傻逼客服，问什么都回我个❓问号，产品有问题要求退货，问它退货地址，还是回我问号❓，我的个暴脾气,1
268,268,我真他么手贱，干嘛没事点进扣扣邮箱,1
271,271,感冒每天都有新症状，关灯打算睡觉，开始咳嗽了...想一巴掌拍死病毒。,1
272,272,怎么这么像你本人，是用什么app做的吗,4
273,273,很有主见的姑娘，虽然很挑剔，还是成功搞定美哒哒！,0
274,274,所谓赛金鱼，并不是让金鱼打架，也不是让金鱼比赛游泳。,2
275,275,司考成绩快出来了，考完也没敢估分，每次都隐约觉得自己考了340左右，我的天！我不想再来第三次了！求过啊！,5
276,276,每个人都有恐惧，抓住恐惧就能把控人性。希望是每个人心中的野兽，当精神食粮无法喂养它，就要用金钱去喂养它。这个世界每个人都害怕贫穷、无知、不得到别人认可。人人都有恐惧的东西，你找到它，你基本上就能给予他！驱使他。（添名20161001）,0
277,277,过忙忙碌碌的生活不过是想证明自己是活的有价值的。,0
278,278,就我这破嗓子，周四又要去石家庄，已然说不出什么了,3
279,279,除了有滴滴打车，没听说过还有滴滴打伞的，太有意思了，感觉萌萌哒,0
280,280,是的，无论怎样，你都好帅，帅帅帅，喜欢你到爆,0
281,281,这两年到底犯了神马冲了？接二连三出病号,1
282,282,过去的事，不后悔，将来的事，不害怕。对于那些应经发生的事，要坦然接受，无论它对你产生的不利影响有多大，它都已经发生了。对于那些尚未发生的事，要勇于面对，无论你把它想象得多么艰难可怕，它都还没有发生。我们控制不了天气，但是我们可以掌控自己的心情，否则，又如何去掌控人生。,0
283,283,我问姚怪，如果我们中间没有没乱七八糟的事，你会娶我吗？姚怪说会，没有迟疑，真的很高兴，就算不能实现也很满足,0
284,284,安安静静的看着你，其实你还是曾经记忆中的样子…,2
287,287,变瘦才是硬道理要不然多好看的衣服都没法穿变瘦不变瘦我宁愿是一条萌汪,0
288,288,累了就蹲下来抱抱自己。很多郁闷的事情，还是要自己排解，别人永远不懂，原来一直都是一个人。,0
289,289,变态妻子，变态夫！！你嫌弃离婚就好了呀，你愧疚，离婚就好了嘛！！！！,1
291,291,现在是个迷茫的阶段没有目标没有方向感觉什么都没有好空落的心情好想忙碌起来充实起来但心却很累人却很懒这是什么病,3
292,292,又快要考试啦😭谁成想，没作业，还挺高兴，结果后来说要考5门课程,3
293,293,养女儿真的好贴心啊！昨晚她在吃溶溶豆，掉了一粒在地上，我捡起来说：“哎~妈妈就吃你掉在地上的吧！”然后她看着我，又从小盒子里拿了溶溶豆，我以为她是自己吃，结果她拿着豆豆往我嘴里塞。我的心啊，融化的都不省渣子了满满的都是爱，宝贝，妈妈好爱你。,0
294,294,李云迪的肖邦钢琴曲演奏会莫文蔚周杰伦的演唱会我都想看好希望我的爸爸是马云,3
295,295,哇槽。微博有的人改了名字换了头像然后我就不知道是谁了,4
296,296,太子逃到湖县（今河南灵宝西）一户贫家，），隐藏在泉鸠里。,2
298,298,噢我好怕写化学写到猝死...但我还是更怕被老师骂死我实在无法理解它完了没达到老师要求的我要表演节目了我好慌看到成绩后我决定好好学习天天向上哎…感觉要屎了,5
299,299,"国民政府拨抚金一万元(银元),后又每月发三百元家属抚恤费,颂发“少将第镀金匾。",2
300,300,从当初的热情逐渐变成如今的无所谓,3
301,301,其实我也知道，过马路是一件很简单的事情，做好判断，不犹豫也就过去了。然而啊，我现在一过马路就提心吊胆，胆战心惊的，过马路简直成了我生活中最大的心理障碍。。。我该怎么办，要找心理医生么？感觉有点影响到自己生活了,5
302,302,20多年间，他到过100多个村做工艺，共培养了30多个学徒，还收养三位走失儿童并帮助其找到父母。,0
303,303,微博出问题了吗，刷新出来的都是几小时之前的，几天之前的，就是没有刚刚的,1
304,304,看新闻，日本天皇今天下午首次电视讲话，感谢各国和国际组织对日本的援助，呼吁国民勇敢地活下去。核危机在继续升级，让人揪心。天皇出来讲话说明事态非常重大。后面那句话更是惊心动魄啊！愿神保佑众生平安！,5
305,305,早饭标配大饼油条！还每天躲车里吃！,2
306,306,跟人玩LOL5次都遇到挂机，胜率为0。害别人不开心了...然后滚回去玩了局Dota缓一缓压压惊。虽然hold住了全场，但还是很不开熏有木有！,1
308,308,近两天学校网络不稳定。。今天竟然说有台机中了熊猫烧香。。。,4
309,309,听，少说，接受每一个人的责难，但是保留你的最后裁决。——莎士比亚,2
310,310,《浣溪沙·绣面芙蓉一笑开》是李清照早期作品。,2
311,311,4、镜子摆放不正确易招小人镜子在我们的生活中是常用的物品，如果在摆放中位置摆放的不对，那就会对主人不利的。一是在办公室中不要在对面摆放镜子，镜子对着人不好。在居家风水中镜子敢不要正对着床位，首先对夫妻双方不利，更重要的是导致招小人，因此一定要引起注意。,2
312,312,上海女篮71:58赢山西女篮女孩们打得很精彩！,0
314,314,关键时刻。任凭风浪起，我独坐🐠鱼台。,2
315,315,就该滚出去这种人18岁就敢目无尊长28岁还不得翻了天？往男生宿舍跑的倒挺勤人别的正式生怎么不这样就你能就你丫会说话打抱不平！德性！晚上不请假出学校丫还有理了！等那天你变失踪人口的时候丫都不知道上哪哭！不知好歹的东西！整天露丫的半拉肚皮不嫌恶心啊！,1
318,318,谢谢大家给我过生日祝自己20岁生日快乐,0
319,319,Wuli照照今天真的好帅好帅好帅笑起来的样子暖的能让北京的积雪都融化了啊,0
320,320,很开心~真的，不在一个地方却记得比谁都清楚爱你们,0
321,321,新来的妞死活要拉我去纹眉，去剪齐刘海…每天都在问我考虑好了没有。我怕痛我怕我会更挫…哎哟哎哟，放过我吧,5
322,322,在坦尾果个站嚇死寶寶了一大群人下車本來車廂是滿的都空了╮⊙o⊙╭╮,5
323,323,昨天跟堂哥还有盆友吃饭聊到上班这个话题下半年又要各种考试好头疼,3
324,324,真是服了某个人了！居然又买了两大盒哈根达斯冰淇淋，要讨我开心也不用这样吧！,4
